,Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Opp_2,Tm,1stD,1stD_2,TotYd,TotYd_2,PassY,PassY_2,RushY,RushY_2,TO,TO_2,Offense,Defense,Sp. Tms,,key,Unnamed: 0,DET,ARI
2,9,Thu,October 31,8:20PM ET,boxscore,L,,3-5-1,,San Francisco 49ers,28.0,25.0,19.0,21.0,357.0,411.0,204.0,310.0,153.0,101.0,,,14.71,-18.45,-0.88,/boxscores/201910310crd.htm,0,Cmp-Att-Yd-TD-INT,,17-24-241-2-0
3,9,Thu,October 31,8:20PM ET,boxscore,L,,3-5-1,,San Francisco 49ers,28.0,25.0,19.0,21.0,357.0,411.0,204.0,310.0,153.0,101.0,,,14.71,-18.45,-0.88,/boxscores/201910310crd.htm,0,Sacked-Yards,,3-37
4,9,Thu,October 31,8:20PM ET,boxscore,L,,3-5-1,,San Francisco 49ers,28.0,25.0,19.0,21.0,357.0,411.0,204.0,310.0,153.0,101.0,,,14.71,-18.45,-0.88,/boxscores/201910310crd.htm,0,Net Pass Yards,,204
5,9,Thu,October 31,8:20PM ET,boxscore,L,,3-5-1,,San Francisco 49ers,28.0,25.0,19.0,21.0,357.0,411.0,204.0,310.0,153.0,101.0,,,14.71,-18.45,-0.88,/boxscores/201910310crd.htm,0,Total Yards,,357
6,9,Thu,October 31,8:20PM ET,boxscore,L,,3-5-1,,San Francisco 49ers,28.0,25.0,19.0,21.0,357.0,411.0,204.0,310.0,153.0,101.0,,,14.71,-18.45,-0.88,/boxscores/201910310crd.htm,0,Fumbles-Lost,,0-0
7,9,Thu,October 31,8:20PM ET,boxscore,L,,3-5-1,,San Francisco 49ers,28.0,25.0,19.0,21.0,357.0,411.0,204.0,310.0,153.0,101.0,,,14.71,-18.45,-0.88,/boxscores/201910310crd.htm,0,Turnovers,,0
8,9,Thu,October 31,8:20PM ET,boxscore,L,,3-5-1,,San Francisco 49ers,28.0,25.0,19.0,21.0,357.0,411.0,204.0,310.0,153.0,101.0,,,14.71,-18.45,-0.88,/boxscores/201910310crd.htm,0,Penalties-Yards,,9-65
9,9,Thu,October 31,8:20PM ET,boxscore,L,,3-5-1,,San Francisco 49ers,28.0,25.0,19.0,21.0,357.0,411.0,204.0,310.0,153.0,101.0,,,14.71,-18.45,-0.88,/boxscores/201910310crd.htm,0,Third Down Conv.,,2-8
10,9,Thu,October 31,8:20PM ET,boxscore,L,,3-5-1,,San Francisco 49ers,28.0,25.0,19.0,21.0,357.0,411.0,204.0,310.0,153.0,101.0,,,14.71,-18.45,-0.88,/boxscores/201910310crd.htm,0,Fourth Down Conv.,,0-0
11,9,Thu,October 31,8:20PM ET,boxscore,L,,3-5-1,,San Francisco 49ers,28.0,25.0,19.0,21.0,357.0,411.0,204.0,310.0,153.0,101.0,,,14.71,-18.45,-0.88,/boxscores/201910310crd.htm,0,Time of Possession,,25:29
0,10,Sun,November 10,1:00PM ET,boxscore,L,,3-6-1,@,Tampa Bay Buccaneers,30.0,27.0,20.0,26.0,417.0,457.0,342.0,339.0,75.0,118.0,2.0,3.0,1.71,-9.52,3.53,/boxscores/201911100tam.htm,0,First Downs,,20
1,10,Sun,November 10,1:00PM ET,boxscore,L,,3-6-1,@,Tampa Bay Buccaneers,30.0,27.0,20.0,26.0,417.0,457.0,342.0,339.0,75.0,118.0,2.0,3.0,1.71,-9.52,3.53,/boxscores/201911100tam.htm,0,Rush-Yds-TDs,,18-75-0
2,10,Sun,November 10,1:00PM ET,boxscore,L,,3-6-1,@,Tampa Bay Buccaneers,30.0,27.0,20.0,26.0,417.0,457.0,342.0,339.0,75.0,118.0,2.0,3.0,1.71,-9.52,3.53,/boxscores/201911100tam.htm,0,Cmp-Att-Yd-TD-INT,,28-45-350-3-1
3,10,Sun,November 10,1:00PM ET,boxscore,L,,3-6-1,@,Tampa Bay Buccaneers,30.0,27.0,20.0,26.0,417.0,457.0,342.0,339.0,75.0,118.0,2.0,3.0,1.71,-9.52,3.53,/boxscores/201911100tam.htm,0,Sacked-Yards,,2-8
4,10,Sun,November 10,1:00PM ET,boxscore,L,,3-6-1,@,Tampa Bay Buccaneers,30.0,27.0,20.0,26.0,417.0,457.0,342.0,339.0,75.0,118.0,2.0,3.0,1.71,-9.52,3.53,/boxscores/201911100tam.htm,0,Net Pass Yards,,342
5,10,Sun,November 10,1:00PM ET,boxscore,L,,3-6-1,@,Tampa Bay Buccaneers,30.0,27.0,20.0,26.0,417.0,457.0,342.0,339.0,75.0,118.0,2.0,3.0,1.71,-9.52,3.53,/boxscores/201911100tam.htm,0,Total Yards,,417
6,10,Sun,November 10,1:00PM ET,boxscore,L,,3-6-1,@,Tampa Bay Buccaneers,30.0,27.0,20.0,26.0,417.0,457.0,342.0,339.0,75.0,118.0,2.0,3.0,1.71,-9.52,3.53,/boxscores/201911100tam.htm,0,Fumbles-Lost,,1-1
7,10,Sun,November 10,1:00PM ET,boxscore,L,,3-6-1,@,Tampa Bay Buccaneers,30.0,27.0,20.0,26.0,417.0,457.0,342.0,339.0,75.0,118.0,2.0,3.0,1.71,-9.52,3.53,/boxscores/201911100tam.htm,0,Turnovers,,2
8,10,Sun,November 10,1:00PM ET,boxscore,L,,3-6-1,@,Tampa Bay Buccaneers,30.0,27.0,20.0,26.0,417.0,457.0,342.0,339.0,75.0,118.0,2.0,3.0,1.71,-9.52,3.53,/boxscores/201911100tam.htm,0,Penalties-Yards,,11-87
9,10,Sun,November 10,1:00PM ET,boxscore,L,,3-6-1,@,Tampa Bay Buccaneers,30.0,27.0,20.0,26.0,417.0,457.0,342.0,339.0,75.0,118.0,2.0,3.0,1.71,-9.52,3.53,/boxscores/201911100tam.htm,0,Third Down Conv.,,1-10
10,10,Sun,November 10,1:00PM ET,boxscore,L,,3-6-1,@,Tampa Bay Buccaneers,30.0,27.0,20.0,26.0,417.0,457.0,342.0,339.0,75.0,118.0,2.0,3.0,1.71,-9.52,3.53,/boxscores/201911100tam.htm,0,Fourth Down Conv.,,2-3
11,10,Sun,November 10,1:00PM ET,boxscore,L,,3-6-1,@,Tampa Bay Buccaneers,30.0,27.0,20.0,26.0,417.0,457.0,342.0,339.0,75.0,118.0,2.0,3.0,1.71,-9.52,3.53,/boxscores/201911100tam.htm,0,Time of Possession,,23:57
0,11,Sun,November 17,4:05PM ET,boxscore,L,,3-7-1,@,San Francisco 49ers,36.0,26.0,21.0,26.0,266.0,442.0,131.0,408.0,135.0,34.0,2.0,2.0,0.09,-9.92,-1.17,/boxscores/201911170sfo.htm,0,First Downs,,21
1,11,Sun,November 17,4:05PM ET,boxscore,L,,3-7-1,@,San Francisco 49ers,36.0,26.0,21.0,26.0,266.0,442.0,131.0,408.0,135.0,34.0,2.0,2.0,0.09,-9.92,-1.17,/boxscores/201911170sfo.htm,0,Rush-Yds-TDs,,25-135-1
2,11,Sun,November 17,4:05PM ET,boxscore,L,,3-7-1,@,San Francisco 49ers,36.0,26.0,21.0,26.0,266.0,442.0,131.0,408.0,135.0,34.0,2.0,2.0,0.09,-9.92,-1.17,/boxscores/201911170sfo.htm,0,Cmp-Att-Yd-TD-INT,,24-33-150-2-0
3,11,Sun,November 17,4:05PM ET,boxscore,L,,3-7-1,@,San Francisco 49ers,36.0,26.0,21.0,26.0,266.0,442.0,131.0,408.0,135.0,34.0,2.0,2.0,0.09,-9.92,-1.17,/boxscores/201911170sfo.htm,0,Sacked-Yards,,4-19
4,11,Sun,November 17,4:05PM ET,boxscore,L,,3-7-1,@,San Francisco 49ers,36.0,26.0,21.0,26.0,266.0,442.0,131.0,408.0,135.0,34.0,2.0,2.0,0.09,-9.92,-1.17,/boxscores/201911170sfo.htm,0,Net Pass Yards,,131
5,11,Sun,November 17,4:05PM ET,boxscore,L,,3-7-1,@,San Francisco 49ers,36.0,26.0,21.0,26.0,266.0,442.0,131.0,408.0,135.0,34.0,2.0,2.0,0.09,-9.92,-1.17,/boxscores/201911170sfo.htm,0,Total Yards,,266
6,11,Sun,November 17,4:05PM ET,boxscore,L,,3-7-1,@,San Francisco 49ers,36.0,26.0,21.0,26.0,266.0,442.0,131.0,408.0,135.0,34.0,2.0,2.0,0.09,-9.92,-1.17,/boxscores/201911170sfo.htm,0,Fumbles-Lost,,2-2
7,11,Sun,November 17,4:05PM ET,boxscore,L,,3-7-1,@,San Francisco 49ers,36.0,26.0,21.0,26.0,266.0,442.0,131.0,408.0,135.0,34.0,2.0,2.0,0.09,-9.92,-1.17,/boxscores/201911170sfo.htm,0,Turnovers,,2
8,11,Sun,November 17,4:05PM ET,boxscore,L,,3-7-1,@,San Francisco 49ers,36.0,26.0,21.0,26.0,266.0,442.0,131.0,408.0,135.0,34.0,2.0,2.0,0.09,-9.92,-1.17,/boxscores/201911170sfo.htm,0,Penalties-Yards,,10-104
9,11,Sun,November 17,4:05PM ET,boxscore,L,,3-7-1,@,San Francisco 49ers,36.0,26.0,21.0,26.0,266.0,442.0,131.0,408.0,135.0,34.0,2.0,2.0,0.09,-9.92,-1.17,/boxscores/201911170sfo.htm,0,Third Down Conv.,,3-10
10,11,Sun,November 17,4:05PM ET,boxscore,L,,3-7-1,@,San Francisco 49ers,36.0,26.0,21.0,26.0,266.0,442.0,131.0,408.0,135.0,34.0,2.0,2.0,0.09,-9.92,-1.17,/boxscores/201911170sfo.htm,0,Fourth Down Conv.,,1-1
11,11,Sun,November 17,4:05PM ET,boxscore,L,,3-7-1,@,San Francisco 49ers,36.0,26.0,21.0,26.0,266.0,442.0,131.0,408.0,135.0,34.0,2.0,2.0,0.09,-9.92,-1.17,/boxscores/201911170sfo.htm,0,Time of Possession,,31:23
0,13,Sun,December 1,4:05PM ET,boxscore,L,,3-8-1,,Los Angeles Rams,34.0,7.0,13.0,27.0,198.0,549.0,124.0,417.0,74.0,132.0,1.0,,-16.98,-18.95,10.38,/boxscores/201912010crd.htm,0,First Downs,,13
1,13,Sun,December 1,4:05PM ET,boxscore,L,,3-8-1,,Los Angeles Rams,34.0,7.0,13.0,27.0,198.0,549.0,124.0,417.0,74.0,132.0,1.0,,-16.98,-18.95,10.38,/boxscores/201912010crd.htm,0,Rush-Yds-TDs,,21-74-1
2,13,Sun,December 1,4:05PM ET,boxscore,L,,3-8-1,,Los Angeles Rams,34.0,7.0,13.0,27.0,198.0,549.0,124.0,417.0,74.0,132.0,1.0,,-16.98,-18.95,10.38,/boxscores/201912010crd.htm,0,Cmp-Att-Yd-TD-INT,,19-34-163-0-1
3,13,Sun,December 1,4:05PM ET,boxscore,L,,3-8-1,,Los Angeles Rams,34.0,7.0,13.0,27.0,198.0,549.0,124.0,417.0,74.0,132.0,1.0,,-16.98,-18.95,10.38,/boxscores/201912010crd.htm,0,Sacked-Yards,,6-39
4,13,Sun,December 1,4:05PM ET,boxscore,L,,3-8-1,,Los Angeles Rams,34.0,7.0,13.0,27.0,198.0,549.0,124.0,417.0,74.0,132.0,1.0,,-16.98,-18.95,10.38,/boxscores/201912010crd.htm,0,Net Pass Yards,,124
5,13,Sun,December 1,4:05PM ET,boxscore,L,,3-8-1,,Los Angeles Rams,34.0,7.0,13.0,27.0,198.0,549.0,124.0,417.0,74.0,132.0,1.0,,-16.98,-18.95,10.38,/boxscores/201912010crd.htm,0,Total Yards,,198
6,13,Sun,December 1,4:05PM ET,boxscore,L,,3-8-1,,Los Angeles Rams,34.0,7.0,13.0,27.0,198.0,549.0,124.0,417.0,74.0,132.0,1.0,,-16.98,-18.95,10.38,/boxscores/201912010crd.htm,0,Fumbles-Lost,,0-0
7,13,Sun,December 1,4:05PM ET,boxscore,L,,3-8-1,,Los Angeles Rams,34.0,7.0,13.0,27.0,198.0,549.0,124.0,417.0,74.0,132.0,1.0,,-16.98,-18.95,10.38,/boxscores/201912010crd.htm,0,Turnovers,,1
8,13,Sun,December 1,4:05PM ET,boxscore,L,,3-8-1,,Los Angeles Rams,34.0,7.0,13.0,27.0,198.0,549.0,124.0,417.0,74.0,132.0,1.0,,-16.98,-18.95,10.38,/boxscores/201912010crd.htm,0,Penalties-Yards,,2-7
9,13,Sun,December 1,4:05PM ET,boxscore,L,,3-8-1,,Los Angeles Rams,34.0,7.0,13.0,27.0,198.0,549.0,124.0,417.0,74.0,132.0,1.0,,-16.98,-18.95,10.38,/boxscores/201912010crd.htm,0,Third Down Conv.,,2-13
10,13,Sun,December 1,4:05PM ET,boxscore,L,,3-8-1,,Los Angeles Rams,34.0,7.0,13.0,27.0,198.0,549.0,124.0,417.0,74.0,132.0,1.0,,-16.98,-18.95,10.38,/boxscores/201912010crd.htm,0,Fourth Down Conv.,,2-4
11,13,Sun,December 1,4:05PM ET,boxscore,L,,3-8-1,,Los Angeles Rams,34.0,7.0,13.0,27.0,198.0,549.0,124.0,417.0,74.0,132.0,1.0,,-16.98,-18.95,10.38,/boxscores/201912010crd.htm,0,Time of Possession,,25:23
0,14,Sun,December 8,4:25PM ET,boxscore,L,,3-9-1,,Pittsburgh Steelers,23.0,17.0,17.0,20.0,236.0,275.0,165.0,135.0,71.0,140.0,3.0,2.0,-5.35,-5.34,2.85,/boxscores/201912080crd.htm,0,First Downs,,17
1,14,Sun,December 8,4:25PM ET,boxscore,L,,3-9-1,,Pittsburgh Steelers,23.0,17.0,17.0,20.0,236.0,275.0,165.0,135.0,71.0,140.0,3.0,2.0,-5.35,-5.34,2.85,/boxscores/201912080crd.htm,0,Rush-Yds-TDs,,22-71-0
2,14,Sun,December 8,4:25PM ET,boxscore,L,,3-9-1,,Pittsburgh Steelers,23.0,17.0,17.0,20.0,236.0,275.0,165.0,135.0,71.0,140.0,3.0,2.0,-5.35,-5.34,2.85,/boxscores/201912080crd.htm,0,Cmp-Att-Yd-TD-INT,,20-30-194-2-3
3,14,Sun,December 8,4:25PM ET,boxscore,L,,3-9-1,,Pittsburgh Steelers,23.0,17.0,17.0,20.0,236.0,275.0,165.0,135.0,71.0,140.0,3.0,2.0,-5.35,-5.34,2.85,/boxscores/201912080crd.htm,0,Sacked-Yards,,5-29
4,14,Sun,December 8,4:25PM ET,boxscore,L,,3-9-1,,Pittsburgh Steelers,23.0,17.0,17.0,20.0,236.0,275.0,165.0,135.0,71.0,140.0,3.0,2.0,-5.35,-5.34,2.85,/boxscores/201912080crd.htm,0,Net Pass Yards,,165
5,14,Sun,December 8,4:25PM ET,boxscore,L,,3-9-1,,Pittsburgh Steelers,23.0,17.0,17.0,20.0,236.0,275.0,165.0,135.0,71.0,140.0,3.0,2.0,-5.35,-5.34,2.85,/boxscores/201912080crd.htm,0,Total Yards,,236
6,14,Sun,December 8,4:25PM ET,boxscore,L,,3-9-1,,Pittsburgh Steelers,23.0,17.0,17.0,20.0,236.0,275.0,165.0,135.0,71.0,140.0,3.0,2.0,-5.35,-5.34,2.85,/boxscores/201912080crd.htm,0,Fumbles-Lost,,1-0
7,14,Sun,December 8,4:25PM ET,boxscore,L,,3-9-1,,Pittsburgh Steelers,23.0,17.0,17.0,20.0,236.0,275.0,165.0,135.0,71.0,140.0,3.0,2.0,-5.35,-5.34,2.85,/boxscores/201912080crd.htm,0,Turnovers,,3
8,14,Sun,December 8,4:25PM ET,boxscore,L,,3-9-1,,Pittsburgh Steelers,23.0,17.0,17.0,20.0,236.0,275.0,165.0,135.0,71.0,140.0,3.0,2.0,-5.35,-5.34,2.85,/boxscores/201912080crd.htm,0,Penalties-Yards,,7-75
9,14,Sun,December 8,4:25PM ET,boxscore,L,,3-9-1,,Pittsburgh Steelers,23.0,17.0,17.0,20.0,236.0,275.0,165.0,135.0,71.0,140.0,3.0,2.0,-5.35,-5.34,2.85,/boxscores/201912080crd.htm,0,Third Down Conv.,,4-11
10,14,Sun,December 8,4:25PM ET,boxscore,L,,3-9-1,,Pittsburgh Steelers,23.0,17.0,17.0,20.0,236.0,275.0,165.0,135.0,71.0,140.0,3.0,2.0,-5.35,-5.34,2.85,/boxscores/201912080crd.htm,0,Fourth Down Conv.,,1-3
11,14,Sun,December 8,4:25PM ET,boxscore,L,,3-9-1,,Pittsburgh Steelers,23.0,17.0,17.0,20.0,236.0,275.0,165.0,135.0,71.0,140.0,3.0,2.0,-5.35,-5.34,2.85,/boxscores/201912080crd.htm,0,Time of Possession,,28:06
0,15,Sun,December 15,4:05PM ET,boxscore,W,,4-9-1,,Cleveland Browns,24.0,38.0,26.0,25.0,445.0,393.0,219.0,241.0,226.0,152.0,1.0,2.0,24.27,-10.72,1.61,/boxscores/201912150crd.htm,0,First Downs,,26
1,15,Sun,December 15,4:05PM ET,boxscore,W,,4-9-1,,Cleveland Browns,24.0,38.0,26.0,25.0,445.0,393.0,219.0,241.0,226.0,152.0,1.0,2.0,24.27,-10.72,1.61,/boxscores/201912150crd.htm,0,Rush-Yds-TDs,,35-226-4
2,15,Sun,December 15,4:05PM ET,boxscore,W,,4-9-1,,Cleveland Browns,24.0,38.0,26.0,25.0,445.0,393.0,219.0,241.0,226.0,152.0,1.0,2.0,24.27,-10.72,1.61,/boxscores/201912150crd.htm,0,Cmp-Att-Yd-TD-INT,,19-25-219-1-1
3,15,Sun,December 15,4:05PM ET,boxscore,W,,4-9-1,,Cleveland Browns,24.0,38.0,26.0,25.0,445.0,393.0,219.0,241.0,226.0,152.0,1.0,2.0,24.27,-10.72,1.61,/boxscores/201912150crd.htm,0,Sacked-Yards,,0-0
4,15,Sun,December 15,4:05PM ET,boxscore,W,,4-9-1,,Cleveland Browns,24.0,38.0,26.0,25.0,445.0,393.0,219.0,241.0,226.0,152.0,1.0,2.0,24.27,-10.72,1.61,/boxscores/201912150crd.htm,0,Net Pass Yards,,219
5,15,Sun,December 15,4:05PM ET,boxscore,W,,4-9-1,,Cleveland Browns,24.0,38.0,26.0,25.0,445.0,393.0,219.0,241.0,226.0,152.0,1.0,2.0,24.27,-10.72,1.61,/boxscores/201912150crd.htm,0,Total Yards,,445
6,15,Sun,December 15,4:05PM ET,boxscore,W,,4-9-1,,Cleveland Browns,24.0,38.0,26.0,25.0,445.0,393.0,219.0,241.0,226.0,152.0,1.0,2.0,24.27,-10.72,1.61,/boxscores/201912150crd.htm,0,Fumbles-Lost,,0-0
7,15,Sun,December 15,4:05PM ET,boxscore,W,,4-9-1,,Cleveland Browns,24.0,38.0,26.0,25.0,445.0,393.0,219.0,241.0,226.0,152.0,1.0,2.0,24.27,-10.72,1.61,/boxscores/201912150crd.htm,0,Turnovers,,1
8,15,Sun,December 15,4:05PM ET,boxscore,W,,4-9-1,,Cleveland Browns,24.0,38.0,26.0,25.0,445.0,393.0,219.0,241.0,226.0,152.0,1.0,2.0,24.27,-10.72,1.61,/boxscores/201912150crd.htm,0,Penalties-Yards,,5-34
9,15,Sun,December 15,4:05PM ET,boxscore,W,,4-9-1,,Cleveland Browns,24.0,38.0,26.0,25.0,445.0,393.0,219.0,241.0,226.0,152.0,1.0,2.0,24.27,-10.72,1.61,/boxscores/201912150crd.htm,0,Third Down Conv.,,4-8
10,15,Sun,December 15,4:05PM ET,boxscore,W,,4-9-1,,Cleveland Browns,24.0,38.0,26.0,25.0,445.0,393.0,219.0,241.0,226.0,152.0,1.0,2.0,24.27,-10.72,1.61,/boxscores/201912150crd.htm,0,Fourth Down Conv.,,1-1
11,15,Sun,December 15,4:05PM ET,boxscore,W,,4-9-1,,Cleveland Browns,24.0,38.0,26.0,25.0,445.0,393.0,219.0,241.0,226.0,152.0,1.0,2.0,24.27,-10.72,1.61,/boxscores/201912150crd.htm,0,Time of Possession,,29:11
0,16,Sun,December 22,4:25PM ET,boxscore,W,,5-9-1,@,Seattle Seahawks,13.0,27.0,21.0,13.0,412.0,224.0,159.0,133.0,253.0,91.0,,1.0,10.12,13.87,-6.82,/boxscores/201912220sea.htm,0,First Downs,,21
1,16,Sun,December 22,4:25PM ET,boxscore,W,,5-9-1,@,Seattle Seahawks,13.0,27.0,21.0,13.0,412.0,224.0,159.0,133.0,253.0,91.0,,1.0,10.12,13.87,-6.82,/boxscores/201912220sea.htm,0,Rush-Yds-TDs,,40-253-2
2,16,Sun,December 22,4:25PM ET,boxscore,W,,5-9-1,@,Seattle Seahawks,13.0,27.0,21.0,13.0,412.0,224.0,159.0,133.0,253.0,91.0,,1.0,10.12,13.87,-6.82,/boxscores/201912220sea.htm,0,Cmp-Att-Yd-TD-INT,,15-27-167-1-0
3,16,Sun,December 22,4:25PM ET,boxscore,W,,5-9-1,@,Seattle Seahawks,13.0,27.0,21.0,13.0,412.0,224.0,159.0,133.0,253.0,91.0,,1.0,10.12,13.87,-6.82,/boxscores/201912220sea.htm,0,Sacked-Yards,,2-8
4,16,Sun,December 22,4:25PM ET,boxscore,W,,5-9-1,@,Seattle Seahawks,13.0,27.0,21.0,13.0,412.0,224.0,159.0,133.0,253.0,91.0,,1.0,10.12,13.87,-6.82,/boxscores/201912220sea.htm,0,Net Pass Yards,,159
5,16,Sun,December 22,4:25PM ET,boxscore,W,,5-9-1,@,Seattle Seahawks,13.0,27.0,21.0,13.0,412.0,224.0,159.0,133.0,253.0,91.0,,1.0,10.12,13.87,-6.82,/boxscores/201912220sea.htm,0,Total Yards,,412
6,16,Sun,December 22,4:25PM ET,boxscore,W,,5-9-1,@,Seattle Seahawks,13.0,27.0,21.0,13.0,412.0,224.0,159.0,133.0,253.0,91.0,,1.0,10.12,13.87,-6.82,/boxscores/201912220sea.htm,0,Fumbles-Lost,,0-0
7,16,Sun,December 22,4:25PM ET,boxscore,W,,5-9-1,@,Seattle Seahawks,13.0,27.0,21.0,13.0,412.0,224.0,159.0,133.0,253.0,91.0,,1.0,10.12,13.87,-6.82,/boxscores/201912220sea.htm,0,Turnovers,,0
8,16,Sun,December 22,4:25PM ET,boxscore,W,,5-9-1,@,Seattle Seahawks,13.0,27.0,21.0,13.0,412.0,224.0,159.0,133.0,253.0,91.0,,1.0,10.12,13.87,-6.82,/boxscores/201912220sea.htm,0,Penalties-Yards,,5-47
9,16,Sun,December 22,4:25PM ET,boxscore,W,,5-9-1,@,Seattle Seahawks,13.0,27.0,21.0,13.0,412.0,224.0,159.0,133.0,253.0,91.0,,1.0,10.12,13.87,-6.82,/boxscores/201912220sea.htm,0,Third Down Conv.,,5-15
10,16,Sun,December 22,4:25PM ET,boxscore,W,,5-9-1,@,Seattle Seahawks,13.0,27.0,21.0,13.0,412.0,224.0,159.0,133.0,253.0,91.0,,1.0,10.12,13.87,-6.82,/boxscores/201912220sea.htm,0,Fourth Down Conv.,,1-1
11,16,Sun,December 22,4:25PM ET,boxscore,W,,5-9-1,@,Seattle Seahawks,13.0,27.0,21.0,13.0,412.0,224.0,159.0,133.0,253.0,91.0,,1.0,10.12,13.87,-6.82,/boxscores/201912220sea.htm,0,Time of Possession,,34:53
0,17,Sun,December 29,4:25PM ET,boxscore,L,,5-10-1,@,Los Angeles Rams,31.0,24.0,22.0,25.0,393.0,424.0,322.0,311.0,71.0,113.0,5.0,,3.53,-16.31,5.85,/boxscores/201912290ram.htm,0,First Downs,,22
1,17,Sun,December 29,4:25PM ET,boxscore,L,,5-10-1,@,Los Angeles Rams,31.0,24.0,22.0,25.0,393.0,424.0,322.0,311.0,71.0,113.0,5.0,,3.53,-16.31,5.85,/boxscores/201912290ram.htm,0,Rush-Yds-TDs,,17-71-1
2,17,Sun,December 29,4:25PM ET,boxscore,L,,5-10-1,@,Los Angeles Rams,31.0,24.0,22.0,25.0,393.0,424.0,322.0,311.0,71.0,113.0,5.0,,3.53,-16.31,5.85,/boxscores/201912290ram.htm,0,Cmp-Att-Yd-TD-INT,,27-43-325-2-2
3,17,Sun,December 29,4:25PM ET,boxscore,L,,5-10-1,@,Los Angeles Rams,31.0,24.0,22.0,25.0,393.0,424.0,322.0,311.0,71.0,113.0,5.0,,3.53,-16.31,5.85,/boxscores/201912290ram.htm,0,Sacked-Yards,,1-3
4,17,Sun,December 29,4:25PM ET,boxscore,L,,5-10-1,@,Los Angeles Rams,31.0,24.0,22.0,25.0,393.0,424.0,322.0,311.0,71.0,113.0,5.0,,3.53,-16.31,5.85,/boxscores/201912290ram.htm,0,Net Pass Yards,,322
5,17,Sun,December 29,4:25PM ET,boxscore,L,,5-10-1,@,Los Angeles Rams,31.0,24.0,22.0,25.0,393.0,424.0,322.0,311.0,71.0,113.0,5.0,,3.53,-16.31,5.85,/boxscores/201912290ram.htm,0,Total Yards,,393
6,17,Sun,December 29,4:25PM ET,boxscore,L,,5-10-1,@,Los Angeles Rams,31.0,24.0,22.0,25.0,393.0,424.0,322.0,311.0,71.0,113.0,5.0,,3.53,-16.31,5.85,/boxscores/201912290ram.htm,0,Fumbles-Lost,,3-3
7,17,Sun,December 29,4:25PM ET,boxscore,L,,5-10-1,@,Los Angeles Rams,31.0,24.0,22.0,25.0,393.0,424.0,322.0,311.0,71.0,113.0,5.0,,3.53,-16.31,5.85,/boxscores/201912290ram.htm,0,Turnovers,,5
8,17,Sun,December 29,4:25PM ET,boxscore,L,,5-10-1,@,Los Angeles Rams,31.0,24.0,22.0,25.0,393.0,424.0,322.0,311.0,71.0,113.0,5.0,,3.53,-16.31,5.85,/boxscores/201912290ram.htm,0,Penalties-Yards,,8-63
9,17,Sun,December 29,4:25PM ET,boxscore,L,,5-10-1,@,Los Angeles Rams,31.0,24.0,22.0,25.0,393.0,424.0,322.0,311.0,71.0,113.0,5.0,,3.53,-16.31,5.85,/boxscores/201912290ram.htm,0,Third Down Conv.,,5-10
10,17,Sun,December 29,4:25PM ET,boxscore,L,,5-10-1,@,Los Angeles Rams,31.0,24.0,22.0,25.0,393.0,424.0,322.0,311.0,71.0,113.0,5.0,,3.53,-16.31,5.85,/boxscores/201912290ram.htm,0,Fourth Down Conv.,,0-0
11,17,Sun,December 29,4:25PM ET,boxscore,L,,5-10-1,@,Los Angeles Rams,31.0,24.0,22.0,25.0,393.0,424.0,322.0,311.0,71.0,113.0,5.0,,3.53,-16.31,5.85,/boxscores/201912290ram.htm,0,Time of Possession,,23:02
0,1,Sun,September 9,4:25PM ET,boxscore,L,,0-1,,Washington Redskins,24.0,6.0,14.0,30.0,213.0,429.0,145.0,247.0,68.0,182.0,2.0,1.0,-9.94,-16.72,7.08,/boxscores/201809090crd.htm,0,First Downs,,14
1,1,Sun,September 9,4:25PM ET,boxscore,L,,0-1,,Washington Redskins,24.0,6.0,14.0,30.0,213.0,429.0,145.0,247.0,68.0,182.0,2.0,1.0,-9.94,-16.72,7.08,/boxscores/201809090crd.htm,0,Rush-Yds-TDs,,15-68-1
2,1,Sun,September 9,4:25PM ET,boxscore,L,,0-1,,Washington Redskins,24.0,6.0,14.0,30.0,213.0,429.0,145.0,247.0,68.0,182.0,2.0,1.0,-9.94,-16.72,7.08,/boxscores/201809090crd.htm,0,Cmp-Att-Yd-TD-INT,,20-34-153-0-1
3,1,Sun,September 9,4:25PM ET,boxscore,L,,0-1,,Washington Redskins,24.0,6.0,14.0,30.0,213.0,429.0,145.0,247.0,68.0,182.0,2.0,1.0,-9.94,-16.72,7.08,/boxscores/201809090crd.htm,0,Sacked-Yards,,2-8
4,1,Sun,September 9,4:25PM ET,boxscore,L,,0-1,,Washington Redskins,24.0,6.0,14.0,30.0,213.0,429.0,145.0,247.0,68.0,182.0,2.0,1.0,-9.94,-16.72,7.08,/boxscores/201809090crd.htm,0,Net Pass Yards,,145
5,1,Sun,September 9,4:25PM ET,boxscore,L,,0-1,,Washington Redskins,24.0,6.0,14.0,30.0,213.0,429.0,145.0,247.0,68.0,182.0,2.0,1.0,-9.94,-16.72,7.08,/boxscores/201809090crd.htm,0,Total Yards,,213
