,Year,Team,Week,,Sacked,Yards
0,2017,crd,16,/boxscores/201712240crd.htm,2,15
0,2017,crd,17,/boxscores/201712310sea.htm,1,2
0,2016,crd,1,/boxscores/201609110crd.htm,3,19
0,2016,crd,2,/boxscores/201609180crd.htm,1,4
0,2016,crd,3,/boxscores/201609250buf.htm,5,27
0,2016,crd,4,/boxscores/201610020crd.htm,3,23
0,2016,crd,5,/boxscores/201610060sfo.htm,1,8
0,2016,crd,6,/boxscores/201610170crd.htm,0,0
0,2016,crd,7,/boxscores/201610230crd.htm,4,31
0,2016,crd,8,/boxscores/201610300car.htm,8,47
0,2016,crd,10,/boxscores/201611130crd.htm,2,13
0,2016,crd,11,/boxscores/201611200min.htm,4,43
0,2016,crd,12,/boxscores/201611270atl.htm,2,15
0,2016,crd,13,/boxscores/201612040crd.htm,2,19
0,2016,crd,14,/boxscores/201612110mia.htm,3,20
0,2016,crd,15,/boxscores/201612180crd.htm,1,9
0,2016,crd,16,/boxscores/201612240sea.htm,1,8
0,2016,crd,17,/boxscores/201701010ram.htm,1,3
0,2015,crd,1,/boxscores/201509130crd.htm,0,0
0,2015,crd,2,/boxscores/201509200chi.htm,0,0
0,2015,crd,3,/boxscores/201509270crd.htm,1,4
0,2015,crd,4,/boxscores/201510040crd.htm,4,18
0,2015,crd,5,/boxscores/201510110det.htm,2,13
0,2015,crd,6,/boxscores/201510180pit.htm,1,7
0,2015,crd,7,/boxscores/201510260crd.htm,2,11
0,2015,crd,8,/boxscores/201511010cle.htm,1,2
0,2015,crd,10,/boxscores/201511150sea.htm,3,29
0,2015,crd,11,/boxscores/201511220crd.htm,2,16
0,2015,crd,12,/boxscores/201511290sfo.htm,1,4
0,2015,crd,13,/boxscores/201512060ram.htm,2,13
0,2015,crd,14,/boxscores/201512100crd.htm,2,14
0,2015,crd,15,/boxscores/201512200phi.htm,2,11
0,2015,crd,16,/boxscores/201512270crd.htm,2,9
0,2015,crd,17,/boxscores/201601030crd.htm,2,8
0,2015,crd,Division,/boxscores/201601160crd.htm,3,21
0,2015,crd,Conf. Champ.,/boxscores/201601240car.htm,3,8
0,2014,crd,1,/boxscores/201409080crd.htm,2,10
0,2014,crd,2,/boxscores/201409140nyg.htm,4,25
0,2014,crd,3,/boxscores/201409210crd.htm,0,0
0,2014,crd,5,/boxscores/201410050den.htm,3,21
0,2014,crd,6,/boxscores/201410120crd.htm,1,7
0,2014,crd,7,/boxscores/201410190rai.htm,1,11
0,2014,crd,8,/boxscores/201410260crd.htm,0,0
0,2014,crd,9,/boxscores/201411020dal.htm,2,12
0,2014,crd,10,/boxscores/201411090crd.htm,3,19
0,2014,crd,11,/boxscores/201411160crd.htm,0,0
0,2014,crd,12,/boxscores/201411230sea.htm,3,9
0,2014,crd,13,/boxscores/201411300atl.htm,0,0
0,2014,crd,14,/boxscores/201412070crd.htm,2,14
0,2014,crd,15,/boxscores/201412110ram.htm,1,8
0,2014,crd,16,/boxscores/201412210crd.htm,4,29
0,2014,crd,17,/boxscores/201412280sfo.htm,2,17
0,2014,crd,Wild Card,/boxscores/201501030car.htm,4,31
0,2013,crd,1,/boxscores/201309080ram.htm,4,23
0,2013,crd,2,/boxscores/201309150crd.htm,1,4
0,2013,crd,3,/boxscores/201309220nor.htm,4,26
0,2013,crd,4,/boxscores/201309290tam.htm,1,8
0,2013,crd,5,/boxscores/201310060crd.htm,2,15
0,2013,crd,6,/boxscores/201310130sfo.htm,1,4
0,2013,crd,7,/boxscores/201310170crd.htm,7,54
0,2013,crd,8,/boxscores/201310270crd.htm,3,25
0,2013,crd,10,/boxscores/201311100crd.htm,1,6
0,2013,crd,11,/boxscores/201311170jax.htm,3,17
0,2013,crd,12,/boxscores/201311240crd.htm,3,24
0,2013,crd,13,/boxscores/201312010phi.htm,5,42
0,2013,crd,14,/boxscores/201312080crd.htm,1,7
0,2013,crd,15,/boxscores/201312150oti.htm,2,16
0,2013,crd,16,/boxscores/201312220sea.htm,2,10
0,2013,crd,17,/boxscores/201312290crd.htm,1,8
0,2012,crd,1,/boxscores/201209090crd.htm,1,5
0,2012,crd,2,/boxscores/201209160nwe.htm,2,0
0,2012,crd,3,/boxscores/201209230crd.htm,3,29
0,2012,crd,4,/boxscores/201209300crd.htm,8,55
0,2012,crd,5,/boxscores/201210040ram.htm,9,52
0,2012,crd,6,/boxscores/201210140crd.htm,5,23
0,2012,crd,7,/boxscores/201210210min.htm,7,32
0,2012,crd,8,/boxscores/201210290crd.htm,4,32
0,2012,crd,9,/boxscores/201211040gnb.htm,2,20
0,2012,crd,11,/boxscores/201211180atl.htm,3,29
0,2012,crd,12,/boxscores/201211250crd.htm,2,11
0,2012,crd,13,/boxscores/201212020nyj.htm,2,16
0,2012,crd,14,/boxscores/201212090sea.htm,3,22
0,2012,crd,15,/boxscores/201212160crd.htm,1,7
0,2012,crd,16,/boxscores/201212230crd.htm,4,27
0,2012,crd,17,/boxscores/201212300sfo.htm,2,18
0,2011,crd,1,/boxscores/201109110crd.htm,2,14
0,2011,crd,2,/boxscores/201109180was.htm,3,20
0,2011,crd,3,/boxscores/201109250sea.htm,3,18
0,2011,crd,4,/boxscores/201110020crd.htm,4,25
0,2011,crd,5,/boxscores/201110090min.htm,4,40
0,2011,crd,7,/boxscores/201110230crd.htm,2,15
0,2011,crd,8,/boxscores/201110300rav.htm,6,55
0,2011,crd,9,/boxscores/201111060crd.htm,3,30
0,2011,crd,10,/boxscores/201111130phi.htm,4,33
0,2011,crd,11,/boxscores/201111200sfo.htm,2,14
0,2011,crd,12,/boxscores/201111270ram.htm,3,8
0,2011,crd,13,/boxscores/201112040crd.htm,5,23
0,2011,crd,14,/boxscores/201112110crd.htm,2,14
0,2011,crd,15,/boxscores/201112180crd.htm,4,24
0,2011,crd,16,/boxscores/201112240cin.htm,5,40
0,2011,crd,17,/boxscores/201201010crd.htm,2,14
0,2010,crd,1,/boxscores/201009120ram.htm,2,31
0,2010,crd,2,/boxscores/201009190atl.htm,2,15
0,2010,crd,3,/boxscores/201009260crd.htm,2,14
0,2010,crd,4,/boxscores/201010030sdg.htm,9,59
0,2010,crd,5,/boxscores/201010100crd.htm,4,21
0,2010,crd,7,/boxscores/201010240sea.htm,2,18
0,2010,crd,8,/boxscores/201010310crd.htm,1,9
0,2010,crd,9,/boxscores/201011070min.htm,6,24
0,2010,crd,10,/boxscores/201011140crd.htm,5,36
0,2010,crd,11,/boxscores/201011210kan.htm,2,14
0,2010,crd,12,/boxscores/201011290crd.htm,1,6
0,2010,crd,13,/boxscores/201012050crd.htm,4,29
0,2010,crd,14,/boxscores/201012120crd.htm,0,0
0,2010,crd,15,/boxscores/201012190car.htm,3,21
0,2010,crd,16,/boxscores/201012250crd.htm,1,5
0,2010,crd,17,/boxscores/201101020sfo.htm,6,41
0,2009,crd,1,/boxscores/200909130crd.htm,3,29
0,2009,crd,2,/boxscores/200909200jax.htm,0,0
0,2009,crd,3,/boxscores/200909270crd.htm,4,40
0,2009,crd,5,/boxscores/200910110crd.htm,1,6
0,2009,crd,6,/boxscores/200910180sea.htm,2,10
0,2009,crd,7,/boxscores/200910250nyg.htm,2,15
0,2009,crd,8,/boxscores/200911010crd.htm,2,16
0,2009,crd,9,/boxscores/200911080chi.htm,1,5
0,2009,crd,10,/boxscores/200911150crd.htm,0,0
0,2009,crd,11,/boxscores/200911220ram.htm,2,16
0,2009,crd,12,/boxscores/200911290oti.htm,1,3
0,2009,crd,13,/boxscores/200912060crd.htm,0,0
0,2009,crd,14,/boxscores/200912140sfo.htm,4,18
0,2009,crd,15,/boxscores/200912200det.htm,2,10
0,2009,crd,16,/boxscores/200912270crd.htm,2,16
0,2009,crd,17,/boxscores/201001030crd.htm,0,0
0,2009,crd,Wild Card,/boxscores/201001100crd.htm,1,4
0,2009,crd,Division,/boxscores/201001160nor.htm,1,8
0,2008,crd,1,/boxscores/200809070sfo.htm,3,21
0,2008,crd,2,/boxscores/200809140crd.htm,2,12
0,2008,crd,3,/boxscores/200809210was.htm,2,13
0,2008,crd,4,/boxscores/200809280nyj.htm,5,46
0,2008,crd,5,/boxscores/200810050crd.htm,0,0
0,2008,crd,6,/boxscores/200810120crd.htm,1,10
0,2008,crd,8,/boxscores/200810260car.htm,2,16
0,2008,crd,9,/boxscores/200811020ram.htm,1,9
0,2008,crd,10,/boxscores/200811100crd.htm,0,0
0,2008,crd,11,/boxscores/200811160sea.htm,2,13
0,2008,crd,12,/boxscores/200811230crd.htm,1,3
0,2008,crd,13,/boxscores/200811270phi.htm,0,0
0,2008,crd,14,/boxscores/200812070crd.htm,1,7
0,2008,crd,15,/boxscores/200812140crd.htm,4,25
0,2008,crd,16,/boxscores/200812210nwe.htm,3,26
0,2008,crd,17,/boxscores/200812280crd.htm,1,0
0,2008,crd,Wild Card,/boxscores/200901030crd.htm,0,0
0,2008,crd,Division,/boxscores/200901100car.htm,1,5
0,2008,crd,Conf. Champ.,/boxscores/200901180crd.htm,2,12
0,2008,crd,SuperBowl,/boxscores/200902010crd.htm,2,3
0,2007,crd,1,/boxscores/200709100sfo.htm,1,2
0,2007,crd,2,/boxscores/200709160crd.htm,0,0
0,2007,crd,3,/boxscores/200709230rav.htm,1,8
0,2007,crd,4,/boxscores/200709300crd.htm,2,10
0,2007,crd,5,/boxscores/200710070ram.htm,1,9
0,2007,crd,6,/boxscores/200710140crd.htm,2,21
0,2007,crd,7,/boxscores/200710210was.htm,1,3
0,2007,crd,9,/boxscores/200711040tam.htm,0,0
0,2007,crd,10,/boxscores/200711110crd.htm,2,15
0,2007,crd,11,/boxscores/200711180cin.htm,3,14
0,2007,crd,12,/boxscores/200711250crd.htm,4,30
0,2007,crd,13,/boxscores/200712020crd.htm,0,0
0,2007,crd,14,/boxscores/200712090sea.htm,5,32
0,2007,crd,15,/boxscores/200712160nor.htm,2,19
0,2007,crd,16,/boxscores/200712230crd.htm,0,0
0,2007,crd,17,/boxscores/200712300crd.htm,0,0
0,2006,crd,1,/boxscores/200609100crd.htm,3,18
0,2006,crd,2,/boxscores/200609170sea.htm,5,40
0,2006,crd,3,/boxscores/200609240crd.htm,1,10
0,2006,crd,4,/boxscores/200610010atl.htm,4,21
0,2006,crd,5,/boxscores/200610080crd.htm,4,31
0,2006,crd,6,/boxscores/200610160crd.htm,1,12
0,2006,crd,7,/boxscores/200610220rai.htm,3,29
0,2006,crd,8,/boxscores/200610290gnb.htm,4,25
0,2006,crd,10,/boxscores/200611120crd.htm,1,7
0,2006,crd,11,/boxscores/200611190crd.htm,1,5
0,2006,crd,12,/boxscores/200611260min.htm,1,10
0,2006,crd,13,/boxscores/200612030ram.htm,1,7
0,2006,crd,14,/boxscores/200612100crd.htm,0,0
0,2006,crd,15,/boxscores/200612170crd.htm,3,19
0,2006,crd,16,/boxscores/200612240sfo.htm,2,18
0,2006,crd,17,/boxscores/200612310sdg.htm,1,10
0,2005,crd,1,/boxscores/200509110nyg.htm,3,29
0,2005,crd,2,/boxscores/200509180crd.htm,5,30
0,2005,crd,3,/boxscores/200509250sea.htm,3,26
0,2005,crd,4,/boxscores/200510020crd.htm,3,19
0,2005,crd,5,/boxscores/200510090crd.htm,1,2
0,2005,crd,7,/boxscores/200510230crd.htm,4,22
0,2005,crd,8,/boxscores/200510300dal.htm,3,19
0,2005,crd,9,/boxscores/200511060crd.htm,4,27
0,2005,crd,10,/boxscores/200511130det.htm,0,0
0,2005,crd,11,/boxscores/200511200ram.htm,1,7
0,2005,crd,12,/boxscores/200511270crd.htm,3,14
0,2005,crd,13,/boxscores/200512040sfo.htm,2,15
0,2005,crd,14,/boxscores/200512110crd.htm,2,15
0,2005,crd,15,/boxscores/200512180htx.htm,6,39
0,2005,crd,16,/boxscores/200512240crd.htm,2,9
0,2005,crd,17,/boxscores/200601010clt.htm,3,13
0,2004,crd,1,/boxscores/200409120ram.htm,2,24
0,2004,crd,2,/boxscores/200409190crd.htm,5,43
0,2004,crd,3,/boxscores/200409260atl.htm,6,59
0,2004,crd,4,/boxscores/200410030crd.htm,2,16
0,2004,crd,5,/boxscores/200410100sfo.htm,2,14
0,2004,crd,7,/boxscores/200410240crd.htm,3,23
0,2004,crd,8,/boxscores/200410310buf.htm,3,16
0,2004,crd,9,/boxscores/200411070mia.htm,1,13
0,2004,crd,10,/boxscores/200411140crd.htm,2,16
0,2004,crd,11,/boxscores/200411210car.htm,4,29
0,2004,crd,12,/boxscores/200411280crd.htm,1,7
0,2004,crd,13,/boxscores/200412050det.htm,1,8
0,2004,crd,14,/boxscores/200412120crd.htm,1,8
0,2004,crd,15,/boxscores/200412190crd.htm,2,16
0,2004,crd,16,/boxscores/200412260sea.htm,4,28
0,2004,crd,17,/boxscores/200501020crd.htm,0,0
0,2003,crd,1,/boxscores/200309070det.htm,2,19
0,2003,crd,2,/boxscores/200309140crd.htm,2,12
0,2003,crd,3,/boxscores/200309210crd.htm,0,0
0,2003,crd,4,/boxscores/200309280ram.htm,1,10
0,2003,crd,5,/boxscores/200310050dal.htm,3,2
0,2003,crd,6,/boxscores/200310120crd.htm,2,17
0,2003,crd,8,/boxscores/200310260crd.htm,1,4
0,2003,crd,9,/boxscores/200311020crd.htm,2,23
0,2003,crd,10,/boxscores/200311090pit.htm,5,24
0,2003,crd,11,/boxscores/200311160cle.htm,1,6
0,2003,crd,12,/boxscores/200311230crd.htm,0,0
0,2003,crd,13,/boxscores/200311300chi.htm,1,12
0,2003,crd,14,/boxscores/200312070sfo.htm,3,28
0,2003,crd,15,/boxscores/200312140crd.htm,5,26
0,2003,crd,16,/boxscores/200312210sea.htm,8,54
0,2003,crd,17,/boxscores/200312280crd.htm,8,69
0,2002,crd,1,/boxscores/200209080was.htm,1,0
0,2002,crd,2,/boxscores/200209150sea.htm,2,9
0,2002,crd,3,/boxscores/200209220crd.htm,3,29
0,2002,crd,4,/boxscores/200209290crd.htm,1,7
0,2002,crd,5,/boxscores/200210060car.htm,1,0
0,2002,crd,7,/boxscores/200210200crd.htm,1,4
0,2002,crd,8,/boxscores/200210270sfo.htm,3,17
0,2002,crd,9,/boxscores/200211030crd.htm,3,22
0,2002,crd,10,/boxscores/200211100crd.htm,0,0
0,2002,crd,11,/boxscores/200211170phi.htm,4,39
0,2002,crd,12,/boxscores/200211240crd.htm,2,14
0,2002,crd,13,/boxscores/200212010kan.htm,5,37
0,2002,crd,14,/boxscores/200212080crd.htm,6,48
0,2002,crd,15,/boxscores/200212150ram.htm,1,9
0,2002,crd,16,/boxscores/200212210crd.htm,5,33
0,2002,crd,17,/boxscores/200212290den.htm,3,30
0,2001,crd,2,/boxscores/200109230crd.htm,3,18
0,2001,crd,3,/boxscores/200109300crd.htm,4,31
0,2001,crd,4,/boxscores/200110070phi.htm,1,6
0,2001,crd,5,/boxscores/200110140chi.htm,1,10
0,2001,crd,6,/boxscores/200110210crd.htm,0,0
0,2001,crd,7,/boxscores/200110280dal.htm,2,16
0,2001,crd,8,/boxscores/200111040crd.htm,3,23
0,2001,crd,9,/boxscores/200111110crd.htm,2,37
0,2001,crd,10,/boxscores/200111180crd.htm,2,6
0,2001,crd,11,/boxscores/200111250sdg.htm,3,14
0,2001,crd,12,/boxscores/200112020rai.htm,1,4
0,2001,crd,13,/boxscores/200112090crd.htm,1,7
0,2001,crd,14,/boxscores/200112150nyg.htm,3,10
0,2001,crd,15,/boxscores/200112230crd.htm,1,10
0,2001,crd,16,/boxscores/200112300car.htm,0,0
0,2001,crd,17,/boxscores/200201060was.htm,2,12
0,2000,crd,1,/boxscores/200009030nyg.htm,1,6
0,2000,crd,2,/boxscores/200009100crd.htm,2,19
0,2000,crd,4,/boxscores/200009240crd.htm,1,8
0,2000,crd,5,/boxscores/200010010sfo.htm,0,0
0,2000,crd,6,/boxscores/200010080crd.htm,1,2
0,2000,crd,7,/boxscores/200010150crd.htm,1,6
0,2000,crd,8,/boxscores/200010220dal.htm,1,13
0,2000,crd,9,/boxscores/200010290crd.htm,3,20
0,2000,crd,10,/boxscores/200011050crd.htm,1,13
0,2000,crd,11,/boxscores/200011120min.htm,2,21
0,2000,crd,12,/boxscores/200011190phi.htm,8,35
0,2000,crd,13,/boxscores/200011260crd.htm,6,32
0,2000,crd,14,/boxscores/200012030cin.htm,1,10
0,2000,crd,15,/boxscores/200012100jax.htm,4,32
0,2000,crd,16,/boxscores/200012170crd.htm,2,8
0,2000,crd,17,/boxscores/200012240was.htm,1,3
0,1999,crd,1,/boxscores/199909120phi.htm,1,8
0,1999,crd,2,/boxscores/199909190mia.htm,2,18
0,1999,crd,3,/boxscores/199909270crd.htm,5,27
0,1999,crd,4,/boxscores/199910030dal.htm,1,4
0,1999,crd,5,/boxscores/199910100crd.htm,4,22
0,1999,crd,6,/boxscores/199910170crd.htm,2,9
0,1999,crd,8,/boxscores/199910310crd.htm,3,21
0,1999,crd,9,/boxscores/199911070nyj.htm,6,48
0,1999,crd,10,/boxscores/199911140crd.htm,3,25
0,1999,crd,11,/boxscores/199911210crd.htm,2,10
0,1999,crd,12,/boxscores/199911280nyg.htm,4,29
0,1999,crd,13,/boxscores/199912050crd.htm,1,6
0,1999,crd,14,/boxscores/199912120was.htm,5,27
0,1999,crd,15,/boxscores/199912190crd.htm,2,11
0,1999,crd,16,/boxscores/199912260atl.htm,1,5
0,1999,crd,17,/boxscores/200001020gnb.htm,3,12
0,1998,crd,1,/boxscores/199809060dal.htm,2,6
0,1998,crd,2,/boxscores/199809130sea.htm,7,41
0,1998,crd,3,/boxscores/199809200crd.htm,3,8
0,1998,crd,4,/boxscores/199809270ram.htm,1,8
0,1998,crd,5,/boxscores/199810040crd.htm,3,21
0,1998,crd,6,/boxscores/199810110crd.htm,1,7
0,1998,crd,7,/boxscores/199810180nyg.htm,8,38
0,1998,crd,9,/boxscores/199811010det.htm,4,26
0,1998,crd,10,/boxscores/199811080crd.htm,4,22
0,1998,crd,11,/boxscores/199811150crd.htm,3,17
0,1998,crd,12,/boxscores/199811220was.htm,1,3
0,1998,crd,13,/boxscores/199811290kan.htm,5,36
0,1998,crd,14,/boxscores/199812060crd.htm,2,10
0,1998,crd,15,/boxscores/199812130phi.htm,2,14
0,1998,crd,16,/boxscores/199812200crd.htm,0,0
0,1998,crd,17,/boxscores/199812270crd.htm,4,29
0,1998,crd,Wild Card,/boxscores/199901020dal.htm,0,0
0,1998,crd,Division,/boxscores/199901100min.htm,0,0
0,1997,crd,1,/boxscores/199708310cin.htm,0,0
0,1997,crd,2,/boxscores/199709070crd.htm,3,29
0,1997,crd,3,/boxscores/199709140was.htm,2,16
0,1997,crd,5,/boxscores/199709280tam.htm,6,45
0,1997,crd,6,/boxscores/199710050crd.htm,3,16
0,1997,crd,7,/boxscores/199710120crd.htm,5,54
0,1997,crd,8,/boxscores/199710190phi.htm,7,49
0,1997,crd,9,/boxscores/199710260crd.htm,6,38
0,1997,crd,10,/boxscores/199711020crd.htm,5,24
0,1997,crd,11,/boxscores/199711090dal.htm,9,49
0,1997,crd,12,/boxscores/199711160nyg.htm,8,38
0,1997,crd,13,/boxscores/199711230rav.htm,2,16
0,1997,crd,14,/boxscores/199711300crd.htm,10,53
0,1997,crd,15,/boxscores/199712070crd.htm,5,36
0,1997,crd,16,/boxscores/199712140nor.htm,5,26
0,1997,crd,17,/boxscores/199712210crd.htm,2,6
0,1996,crd,1,/boxscores/199609010clt.htm,2,11
0,1996,crd,2,/boxscores/199609080crd.htm,2,14
0,1996,crd,3,/boxscores/199609150nwe.htm,1,9
0,1996,crd,4,/boxscores/199609220nor.htm,1,0
0,1996,crd,5,/boxscores/199609290crd.htm,4,18
0,1996,crd,7,/boxscores/199610130dal.htm,3,21
0,1996,crd,8,/boxscores/199610200crd.htm,3,13
0,1996,crd,9,/boxscores/199610270crd.htm,1,9
0,1996,crd,10,/boxscores/199611030nyg.htm,2,9
0,1996,crd,11,/boxscores/199611100was.htm,2,15
0,1996,crd,12,/boxscores/199611170crd.htm,2,10
0,1996,crd,13,/boxscores/199611240crd.htm,3,27
0,1996,crd,14,/boxscores/199612010min.htm,3,25
0,1996,crd,15,/boxscores/199612080crd.htm,2,11
0,1996,crd,16,/boxscores/199612150crd.htm,1,11
0,1996,crd,17,/boxscores/199612220phi.htm,4,26
0,1995,crd,1,/boxscores/199509030was.htm,1,4
0,1995,crd,2,/boxscores/199509100crd.htm,1,8
0,1995,crd,3,/boxscores/199509170det.htm,7,49
0,1995,crd,4,/boxscores/199509240dal.htm,3,28
0,1995,crd,5,/boxscores/199510010crd.htm,7,68
0,1995,crd,6,/boxscores/199510080nyg.htm,2,14
0,1995,crd,7,/boxscores/199510150crd.htm,2,9
0,1995,crd,9,/boxscores/199510290crd.htm,1,10
0,1995,crd,10,/boxscores/199511050den.htm,6,42
0,1995,crd,11,/boxscores/199511120crd.htm,3,27
0,1995,crd,12,/boxscores/199511190car.htm,6,44
0,1995,crd,13,/boxscores/199511260crd.htm,3,21
0,1995,crd,14,/boxscores/199511300crd.htm,2,4
0,1995,crd,15,/boxscores/199512090sdg.htm,5,33
0,1995,crd,16,/boxscores/199512170phi.htm,3,22
0,1995,crd,17,/boxscores/199512250crd.htm,3,7
0,1994,crd,1,/boxscores/199409040ram.htm,4,30
0,1994,crd,2,/boxscores/199409110crd.htm,3,23
0,1994,crd,3,/boxscores/199409180cle.htm,2,14
0,1994,crd,5,/boxscores/199410020crd.htm,2,21
0,1994,crd,6,/boxscores/199410090dal.htm,1,1
0,1994,crd,7,/boxscores/199410160was.htm,3,21
0,1994,crd,8,/boxscores/199410230crd.htm,1,5
0,1994,crd,9,/boxscores/199410300crd.htm,2,15
0,1994,crd,10,/boxscores/199411060phi.htm,5,38
0,1994,crd,11,/boxscores/199411130nyg.htm,2,7
0,1994,crd,12,/boxscores/199411200crd.htm,1,9
0,1994,crd,13,/boxscores/199411270crd.htm,2,15
0,1994,crd,14,/boxscores/199412040oti.htm,1,5
0,1994,crd,15,/boxscores/199412110crd.htm,3,22
0,1994,crd,16,/boxscores/199412180crd.htm,1,7
0,1994,crd,17,/boxscores/199412240atl.htm,1,4
0,1993,crd,1,/boxscores/199309050phi.htm,1,6
0,1993,crd,2,/boxscores/199309120was.htm,1,13
0,1993,crd,3,/boxscores/199309190crd.htm,2,13
0,1993,crd,4,/boxscores/199309260det.htm,4,24
0,1993,crd,6,/boxscores/199310100crd.htm,2,9
0,1993,crd,7,/boxscores/199310170crd.htm,3,26
0,1993,crd,8,/boxscores/199310240sfo.htm,1,12
0,1993,crd,9,/boxscores/199310310crd.htm,6,38
0,1993,crd,10,/boxscores/199311070crd.htm,1,5
0,1993,crd,11,/boxscores/199311140dal.htm,0,0
0,1993,crd,13,/boxscores/199311280nyg.htm,3,17
0,1993,crd,14,/boxscores/199312050crd.htm,1,5
0,1993,crd,15,/boxscores/199312120crd.htm,4,28
0,1993,crd,16,/boxscores/199312190sea.htm,3,26
0,1993,crd,17,/boxscores/199312260crd.htm,1,9
0,1993,crd,18,/boxscores/199401020atl.htm,0,0
0,1992,crd,1,/boxscores/199209060tam.htm,2,17
0,1992,crd,2,/boxscores/199209130crd.htm,6,45
0,1992,crd,3,/boxscores/199209200dal.htm,2,12
0,1992,crd,5,/boxscores/199210040crd.htm,5,33
0,1992,crd,6,/boxscores/199210110nyg.htm,2,16
0,1992,crd,7,/boxscores/199210180crd.htm,2,24
0,1992,crd,8,/boxscores/199210250phi.htm,1,5
0,1992,crd,9,/boxscores/199211010crd.htm,0,0
0,1992,crd,10,/boxscores/199211080ram.htm,1,8
0,1992,crd,11,/boxscores/199211150atl.htm,2,22
0,1992,crd,12,/boxscores/199211220crd.htm,2,15
0,1992,crd,13,/boxscores/199211290was.htm,2,7
0,1992,crd,14,/boxscores/199212060crd.htm,6,24
0,1992,crd,15,/boxscores/199212120crd.htm,2,29
0,1992,crd,16,/boxscores/199212200clt.htm,0,0
0,1992,crd,17,/boxscores/199212270crd.htm,1,1
0,1991,crd,1,/boxscores/199109010ram.htm,0,0
0,1991,crd,2,/boxscores/199109080phi.htm,1,1
0,1991,crd,3,/boxscores/199109150was.htm,4,33
0,1991,crd,4,/boxscores/199109220crd.htm,3,22
0,1991,crd,5,/boxscores/199109290crd.htm,1,12
0,1991,crd,6,/boxscores/199110060nyg.htm,2,16
0,1991,crd,7,/boxscores/199110130min.htm,5,36
0,1991,crd,8,/boxscores/199110200crd.htm,4,41
0,1991,crd,9,/boxscores/199110270crd.htm,4,30
0,1991,crd,10,/boxscores/199111030dal.htm,0,0
0,1991,crd,11,/boxscores/199111100crd.htm,4,43
0,1991,crd,12,/boxscores/199111170sfo.htm,4,44
0,1991,crd,13,/boxscores/199111240crd.htm,3,25
0,1991,crd,15,/boxscores/199112080crd.htm,1,11
0,1991,crd,16,/boxscores/199112150den.htm,5,36
0,1991,crd,17,/boxscores/199112220crd.htm,2,22
0,1990,crd,1,/boxscores/199009090was.htm,3,22
0,1990,crd,2,/boxscores/199009160phi.htm,6,27
0,1990,crd,3,/boxscores/199009230nor.htm,1,5
0,1990,crd,4,/boxscores/199009300crd.htm,2,11
0,1990,crd,6,/boxscores/199010140crd.htm,0,0
0,1990,crd,7,/boxscores/199010210nyg.htm,2,6
0,1990,crd,8,/boxscores/199010280crd.htm,4,33
0,1990,crd,9,/boxscores/199011040mia.htm,5,41
0,1990,crd,10,/boxscores/199011110buf.htm,4,28
0,1990,crd,11,/boxscores/199011180crd.htm,1,5
0,1990,crd,12,/boxscores/199011250crd.htm,4,26
0,1990,crd,13,/boxscores/199012020crd.htm,2,20
0,1990,crd,14,/boxscores/199012090atl.htm,1,11
0,1990,crd,15,/boxscores/199012160dal.htm,0,0
